prompt_id,prompt,q_text,q_image,q_audio,q_combined,judge_mean,judge_grade,text_score,image_score,lr_pred,nb_p_good,nb_p_good_loo,lr_gr,lr_gr_loo
462,A rhino and a lion exploring a cave,0.841442,0.438961218778875,0.8736966114448749,0.7598,3.75,0.6875,4.0,3.5,3.6812,0.2845,0.2861,0.5917,0.6154
463,A cheerful bear wizard with a stack of books,0.840982,0.4525272399279999,0.8721728398000002,0.7622,4.25,0.8125,3.5,5.0,3.7063,0.3013,0.2978,0.6219,0.6393
464,A cheerful pufferfish potter with a basket of apples,0.840664,0.443545875832,0.879659279902,0.7606,3.5,0.625,3.5,3.5,3.6911,0.3041,0.3057,0.6231,0.6448
465,A tiny llama holding a cup of hot cocoa in a neon nightclub,0.853996,0.466844167004875,0.8508194229718751,0.773,3.75,0.6875,4.5,3.0,3.8273,0.3071,0.3122,0.6251,0.6514
466,"A ant balancing on a tightrope in a coral reef, in warm golden light",0.842558,0.4619205071755,0.8841838601838748,0.7661,3.75,0.6875,4.5,3.0,3.7508,0.3641,0.3659,0.7119,0.7285
467,A beaver and a llama surfing a big wave,0.832626,0.48033113545487505,0.856018859221875,0.7608,3.75,0.6875,3.5,4.0,3.6923,0.2666,0.2684,0.5577,0.5837
468,A tiny chinchilla holding a bunch of balloons in a lavender meadow,0.852123,0.462159744538875,0.891194169971875,0.7736,4.25,0.8125,4.0,4.5,3.8289,0.4318,0.4239,0.7943,0.7969
469,"A dog picking apples in autumn in an autumn park, in a dreamy haze",0.841607,0.48958418526487496,0.8753866439820001,0.7706,3.5,0.625,4.0,3.0,3.8008,0.4126,0.415,0.7816,0.7947
470,A cheerful otter archaeologist with a bowl of ramen,0.842976,0.49302504973987504,0.853985970898875,0.7708,4.0,0.75,4.0,4.0,3.7996,0.3517,0.3448,0.6837,0.6932
471,"A crab gardening on a balcony on a foggy harbor, watercolor style",0.840616,0.48495858782199996,0.851167147084875,0.7672,3.5,0.625,3.5,3.5,3.7643,0.3005,0.3031,0.6095,0.6334
472,A lion writing a letter in a desert at noon,0.843483,0.47357811855949994,0.8826303052098751,0.7691,3.75,0.6875,4.0,3.5,3.7835,0.3954,0.3973,0.7569,0.7709
473,"A fox juggling glowing orbs, in a cozy hand-drawn style",0.841795,0.477578863871875,0.8824790103238751,0.7687,3.75,0.6875,4.5,3.0,3.7792,0.3964,0.3983,0.7595,0.7733
474,A cheerful panda blacksmith with a glowing lantern,0.850605,0.499891120672,0.886018530219875,0.78,3.75,0.6875,4.5,3.0,3.9036,0.536,0.5418,0.9275,0.936
475,A mole potter solving a crossword,0.81303,0.461779827448,0.854978577998,0.7428,3.5,0.625,4.0,3.0,3.4953,0.1265,0.1368,0.2665,0.3329
476,A ant tailor on a train platform,0.830845,0.430800243523875,0.8645446516195,0.7498,4.25,0.8125,4.5,4.0,3.568,0.1952,0.1899,0.4316,0.4549
477,A cheerful bat potter with a bunch of balloons,0.83422,0.425917963328,0.8680461813875001,0.7515,4.25,0.8125,3.5,5.0,3.5862,0.2147,0.2081,0.4701,0.4896
478,A firefly playing a tiny violin in a desert at noon,0.842205,0.415771452138875,0.892833593728,0.7569,4.0,0.75,4.5,3.5,3.6453,0.29,0.2738,0.601,0.6006
479,A tiger and a alpaca feeding pigeons in a plaza,0.840167,0.477851299296875,0.885789634168,0.7678,3.25,0.5625,4.5,2.0,3.7721,0.3972,0.3993,0.7579,0.7721
480,A tiny snail holding an old brass compass in a cozy library,0.838012,0.437398188738875,0.8783204467555,0.7573,4.25,0.8125,4.5,4.0,3.652,0.2766,0.2721,0.5792,0.5974
481,"A pufferfish carving a wooden spoon, with bold vivid colors",0.838458,0.455890875094875,0.8899478844955001,0.7623,3.5,0.625,4.5,2.5,3.7104,0.341,0.3434,0.674,0.6937
482,A jellyfish watering a rooftop garden in a snowy village,0.848306,0.499911729878875,0.8753110665794999,0.7776,3.25,0.5625,3.5,3.0,3.8808,0.4919,0.4965,0.8756,0.8858
483,A cheerful toucan fencer with a knitted scarf,0.833653,0.449796507518,0.8596546934079999,0.7554,3.25,0.5625,3.5,3.0,3.6355,0.2213,0.2227,0.4816,0.5116
484,A cheerful crow violinist with a tiny umbrella,0.831664,0.45862035338749996,0.878546658382,0.7572,4.25,0.8125,4.5,4.0,3.6504,0.2761,0.2724,0.5893,0.6078
485,A camel balancing on a tightrope on a cliff overlooking the sea,0.851734,0.45163575819999996,0.857319872464875,0.7687,3.5,0.625,4.0,3.0,3.782,0.296,0.2992,0.6073,0.6321
486,A cheerful sloth firefighter with a vintage camera,0.829746,0.4413971887155,0.8881070047980001,0.7529,3.5,0.625,4.5,2.5,3.6073,0.2581,0.2602,0.5468,0.574
487,A penguin and a beetle mixing a bubbling potion,0.833258,0.482848256369875,0.870487641524875,0.7628,3.75,0.6875,4.0,3.5,3.7145,0.3222,0.3239,0.6603,0.6801
488,A tiny ferret holding a stack of books in a greenhouse,0.848413,0.47352294595,0.8640681422000001,0.7713,4.75,0.9375,4.5,5.0,3.8016,0.3637,0.3593,0.7066,0.7183
489,"A mole racing a paper airplane, photorealistic",0.825775,0.438508046278875,0.876942768948875,0.7486,3.0,0.5,3.0,3.0,3.5649,0.2088,0.2109,0.4625,0.4952
490,A crow playing a tiny violin under a starry sky,0.852054,0.45862818517949994,0.8974487298380001,0.7732,4.5,0.875,4.5,4.5,3.8222,0.4304,0.4188,0.7915,0.7896
491,A cheerful fox potter with a paper airplane,0.832006,0.455139207519875,0.8511082131155,0.7548,4.0,0.75,4.5,3.5,3.6243,0.1921,0.1864,0.423,0.4459
492,A wombat and a beetle playing a tiny violin,0.846498,0.44248310735799995,0.8944002796498749,0.7656,3.5,0.625,4.5,2.5,3.7473,0.3624,0.3664,0.7011,0.721
493,A penguin climbing a snowy peak in a misty valley,0.85035,0.450986493264875,0.884870380528875,0.7695,4.25,0.8125,3.5,5.0,3.7849,0.3818,0.3765,0.7307,0.7399
494,A cheerful salamander carpenter with a cup of hot cocoa,0.831598,0.45108526238749996,0.851717217438,0.7537,3.5,0.625,4.0,3.0,3.6152,0.186,0.1877,0.4108,0.4459
495,A platypus surfing a big wave in a lantern-lit alley,0.848744,0.4784286620795,0.8564309687195,0.772,3.5,0.625,3.5,3.5,3.8184,0.347,0.3496,0.6792,0.6987
496,A camel blowing glass ornaments on a train platform,0.828852,0.467470788793875,0.865009647838,0.756,2.5,0.375,2.5,2.5,3.6457,0.2432,0.2461,0.5291,0.5566
497,A platypus and a beetle gardening on a balcony,0.842386,0.4658111202955001,0.871321669349875,0.7659,3.75,0.6875,4.5,3.0,3.7482,0.3347,0.3363,0.6741,0.6927
498,"A platypus forging a silver key, in gentle morning light",0.852491,0.43207578264887503,0.8961410221355001,0.7679,3.25,0.5625,4.0,2.5,3.7763,0.3677,0.3746,0.7129,0.7358
499,A meerkat drummer in an enchanted forest,0.829062,0.48134722656387496,0.874278653284875,0.7598,4.75,0.9375,4.5,5.0,3.674,0.3007,0.2957,0.6321,0.6466
500,A tiny dog holding a stack of books on a floating island,0.849081,0.46313568986487497,0.865818165189875,0.7698,3.5,0.625,3.5,3.5,3.7923,0.3459,0.3481,0.6824,0.7014
